evidence_id,claim_id,company,claim_text,source_type,source_name,evidence_text,verdict,confidence_score,similarity_score,date_retrieved,url
67b79e67-f782-4526-b3ff-6a36de94892d,0875ce51,"Tesla, Inc.","We maintain extensive testing and R&D capabilities for battery cells, packs and systems, and have built an expansive body of knowledge on lithium-ion cell chemistry types and performance characteristics.",news,Grid Storageâs New Player: Why Sodium-Ion Could Power the Future of Renewable Energy,"Sodium, which is found worldwide as part of salt, sells for 1-3% of the price of lithium and is chemically similar, according to a May 2023 report. [2] BYDâs move highlights growing demand for affordable battery storage that can balance supply, integrate renewables, and support power reliability at scale. The shift keeps focus on cost efficiency and practical deployment rather than compactness, making sodium chemistry a strong fit for energy grids, the report stated.Why Grid Storage Needs Low-",UNVERIFIED,0.377,0.547,2026-07-13,https://www.naturalnews.com/2026-06-26-sodium-ion-could-power-future-renewable-energy.html
e2e821f1-c645-4df8-a342-413f39a7ed3d,0875ce51,"Tesla, Inc.","We maintain extensive testing and R&D capabilities for battery cells, packs and systems, and have built an expansive body of knowledge on lithium-ion cell chemistry types and performance characteristics.",news,"Sodium-ion ""salt"" batteries will revolutionize electric-vehicle and grid storage","Today, most rechargeable batteries are made from lithium ions, but sodium-ion alternatives could make battery tech much cheaper and offer other advantages",SUPPORTS,0.503,0.541,2026-07-13,https://www.newscientist.com/article/2532997-salt-batteries-are-about-to-shake-up-evs-and-grid-storage/
2b691aef-df30-44b8-bf5e-33043c8728e8,0875ce51,"Tesla, Inc.","We maintain extensive testing and R&D capabilities for battery cells, packs and systems, and have built an expansive body of knowledge on lithium-ion cell chemistry types and performance characteristics.",news,GM Empower Event — GM Announces Sodium-Ion Grid-Scale Battery Storage Developed In The US,"I was invited to a GM event in San Francisco on June 9th where GM made three big announcements:

With AI data centers and surging electricity demand putting new pressure on the grid, the conversation around batteries is shifting. For years, the focus was almost entirely on electric vehicles — higher energy density, faster charging, lighter weight. Those metrics still matter for cars. But when utilities, hyperscalers, and power providers talk about energy storage, their priorities look different.",UNVERIFIED,0.359,0.534,2026-07-13,https://cleantechnica.com/2026/06/09/gm-empower-event-gm-announces-sodium-ion-grid-scale-battery-storage-developed-in-the-us/
211f1403-b015-4b00-9cdb-11a53f465d8b,0875ce51,"Tesla, Inc.","We maintain extensive testing and R&D capabilities for battery cells, packs and systems, and have built an expansive body of knowledge on lithium-ion cell chemistry types and performance characteristics.",news,GM joins race to build batteries for AI data centers and the grid | TechCrunch,GM is developing an entirely new sodium-ion battery chemistry for use in everything from data centers to its own factories.,SUPPORTS,0.713,0.529,2026-07-13,https://techcrunch.com/2026/06/09/gm-bets-big-on-energy-storage-for-data-centers-and-the-grid/
8407e56c-25ed-4118-966a-3fba07ac92e4,0875ce51,"Tesla, Inc.","We maintain extensive testing and R&D capabilities for battery cells, packs and systems, and have built an expansive body of knowledge on lithium-ion cell chemistry types and performance characteristics.",news,Peak Energy and General Motors Partner to Scale Next-Generation Energy Storage Technology for the Grid,"Partnership combines Peak Energy's market leading passively cooled energy storage platform with GM's battery expertise to scale next-generation sodium-ion batteries for grid-scale storage

BURLINGAME, Calif.,June 9, 2026/PRNewswire/ --Peak Energy, a U.S. leader in low-cost, giga-scale grid storage, today announced a strategic partnership withGeneral Motorsto develop and deploy next-generation sodium-ion battery cells purpose-built for grid storage applications. Backed by a strategic investment f",SUPPORTS,0.382,0.499,2026-07-13,https://www.prnewswire.com/news-releases/peak-energy-and-general-motors-partner-to-scale-next-generation-energy-storage-technology-for-the-grid-302795688.html
417a3df7-8702-4d58-9e8e-98067a18364c,0875ce51,"Tesla, Inc.","We maintain extensive testing and R&D capabilities for battery cells, packs and systems, and have built an expansive body of knowledge on lithium-ion cell chemistry types and performance characteristics.",news,Battery Production Machine Market Size to Grow USD 119.87 Billion by 2035 | Research by SNS Insider,"June 09, 2026 07:30 ET| Source:SNS Insider pvt ltdSNS Insider pvt ltd1401 Lavaca ST 800, Austin Tx 78701

Austin, June  09, 2026  (GLOBE NEWSWIRE) --Battery Production Machine Market Size & Growth Insights:

According to the SNS Insider, “The globalBattery Production Machine Market Sizewas worth USD 19.20 Billion in 2025 and is projected to be worth USD 119.87 Billion by 2035, growing at a CAGR of 20.10% during 2026–2035.”

Rapid Expansion of Electric Vehicle Manufacturing and Energy Storage Sys",SUPPORTS,0.381,0.481,2026-07-13,https://www.globenewswire.com/news-release/2026/06/09/3308720/0/en/Battery-Production-Machine-Market-Size-to-Grow-USD-119-87-Billion-by-2035-Research-by-SNS-Insider.html
dc4f2eb9-3572-44b3-a6a9-c202d553bd33,0875ce51,"Tesla, Inc.","We maintain extensive testing and R&D capabilities for battery cells, packs and systems, and have built an expansive body of knowledge on lithium-ion cell chemistry types and performance characteristics.",news,"GM eyes new battery chemistry to grow AI data center, energy storage business","General Motorsis expanding efforts to capitalize on the expected growth of energy storage and data centers by promoting different battery cell chemistries, while also offering more support for its electric vehicle owners to combat higher energy costs.

The Detroit automaker detailed plans Tuesday to increase its vehicle-to-grid capabilities — in which a vehicle can provide energy to the electric grid — for its EV customers and develop next-generation sodium-ion batteries that GM's battery leader",SUPPORTS,0.402,0.465,2026-07-13,https://www.cnbc.com/2026/06/09/gm-batteries-data-centers-energy-storage-business.html
f3d7f1e9-b7f1-49ae-8921-a0e02a26ca68,0875ce51,"Tesla, Inc.","We maintain extensive testing and R&D capabilities for battery cells, packs and systems, and have built an expansive body of knowledge on lithium-ion cell chemistry types and performance characteristics.",news,Lithium-ion Battery Recycling Market to Reach US$ 31.8 Bn by 2033 as Electric Vehicle Adoption Accelerates Circular Economy Initiatives - Persistence Market Research,"LONDON,June 30, 2026/PRNewswire/ -- The globallithium-ion battery recycling marketis growing rapidly, expected to be valued at around US$ 7.3 billion in 2026 and projected to reach US$ 31.8 billion by 2033, with a CAGR of 23.4% in the coming years. This expansion is driven by the accelerating adoption of electric vehicles, growingdeployment of energy storage systems, and increasingly stringent regulations promoting battery recovery and material reuse. Lithium-ion battery recycling plays a crucia",UNVERIFIED,0.354,0.461,2026-07-13,https://www.prnewswire.com/news-releases/lithium-ion-battery-recycling-market-to-reach-us-31-8-bn-by-2033-as-electric-vehicle-adoption-accelerates-circular-economy-initiatives---persistence-market-research-302814642.html
2f88be6f-2cd3-4064-963b-9a0df53526c0,0875ce51,"Tesla, Inc.","We maintain extensive testing and R&D capabilities for battery cells, packs and systems, and have built an expansive body of knowledge on lithium-ion cell chemistry types and performance characteristics.",news,Lithium-ion Battery Recycling Market to Reach US$ 31.8 Bn by 2033 as Electric Vehicle Adoption Accelerates Circular Economy Initiatives - Persistence Market Research,"LONDON,June 30, 2026/PRNewswire/ -- The globallithium-ion battery recycling marketis growing rapidly, expected to be valued at around US$ 7.3 billion in 2026 and projected to reach US$ 31.8 billion by 2033, with a CAGR of 23.4% in the coming years. This expansion is driven by the accelerating adoption of electric vehicles, growingdeployment of energy storage systems, and increasingly stringent regulations promoting battery recovery and material reuse. Lithium-ion battery recycling plays a crucia",UNVERIFIED,0.354,0.461,2026-07-13,https://www.prnewswire.co.uk/news-releases/lithium-ion-battery-recycling-market-to-reach-us-31-8-bn-by-2033-as-electric-vehicle-adoption-accelerates-circular-economy-initiatives---persistence-market-research-302814645.html
38aa84d1-b57a-4cbe-b572-e7117a3fc9ee,0875ce51,"Tesla, Inc.","We maintain extensive testing and R&D capabilities for battery cells, packs and systems, and have built an expansive body of knowledge on lithium-ion cell chemistry types and performance characteristics.",news,Why everyone’s an energy company now | TechCrunch,"FirstTesla, thenFord, and now GM — it seems every automaker wants a slice of the energy storage market.

It’s easy to see why. While EV sales havestagnatedin the United States, sales of large, stationary batteries have doubled in the past two years. And they show no signs of stopping.

Despite incentives being gutted in the One Big Beautiful Bill Act, the Solar Energy Industries Associationexpectsannual installations to exceed 110 GWh per year by 2030, about double what they are today.

“There’s",CONTRADICTS,0.357,0.452,2026-07-13,https://techcrunch.com/2026/06/10/why-everyones-an-energy-company-now/
4e95575b-e821-488a-94b8-53654fa88e93,1980d507,"Tesla, Inc.","Infrastructure
Infrastructure
To support our businesses in clean energy and transport and autonomous robots, we are investing in and developing the necessary supporting infrastructure.",news,Humanoid Robot Market worth $50.27 billion by 2035 - Exclusive Report by MarketsandMarkets™,"DELRAY BEACH, Fla.,July 6, 2026/PRNewswire/ --According to MarketsandMarkets™,thehumanoid robot marketsize is estimated to be USD 5.41 billion in 2026 and is projected to reach USD 50.27 billion by 2035, expanding at a CAGR of 28.1% from 2026 to 2035.

Browse 150 market data Tables and 60 Figures spread through 300 Pages and in-depth TOC on 'Humanoid Robot Market - Global Forecast to 2035'

Download PDF Brochure:https://www.marketsandmarkets.com/pdfdownloadNew.asp?id=99567653

Market growth is d",SUPPORTS,0.39,0.442,2026-07-13,https://www.prnewswire.com/news-releases/humanoid-robot-market-worth-50-27-billion-by-2035---exclusive-report-by-marketsandmarkets-302818162.html
626c5dbe-b60b-4bbb-be77-640753fa415c,1980d507,"Tesla, Inc.","Infrastructure
Infrastructure
To support our businesses in clean energy and transport and autonomous robots, we are investing in and developing the necessary supporting infrastructure.",news,Humanoid Robot Market worth $50.27 billion by 2035 - Exclusive Report by MarketsandMarkets™,"DELRAY BEACH, Fla.,July 6, 2026/PRNewswire/ --According to MarketsandMarkets™,thehumanoid robot marketsize is estimated to be USD 5.41 billion in 2026 and is projected to reach USD 50.27 billion by 2035, expanding at a CAGR of 28.1% from 2026 to 2035.

Browse 150 market data Tables and 60 Figures spread through 300 Pages and in-depth TOC on 'Humanoid Robot Market - Global Forecast to 2035'

Download PDF Brochure:https://www.marketsandmarkets.com/pdfdownloadNew.asp?id=99567653

Market growth is d",SUPPORTS,0.39,0.442,2026-07-13,https://www.prnewswire.co.uk/news-releases/humanoid-robot-market-worth-50-27-billion-by-2035---exclusive-report-by-marketsandmarkets-302818165.html
4985f659-f136-4788-9e13-184c7e2a6c16,1980d507,"Tesla, Inc.","Infrastructure
Infrastructure
To support our businesses in clean energy and transport and autonomous robots, we are investing in and developing the necessary supporting infrastructure.",news,"Dear TSLA Stock Investors, Don’t Count on Tesla’s Latest Robotaxi Win Driving Share Price Growth Anytime Soon","All information and data in this article is solely for informational purposes. For more information please view the Barchart Disclosure Policyhere

One of the most important stocks in the market for active investors for decades (and passive investors as well, who own most market cap-weighted index funds) is the largest electric vehicle maker in the U.S.: Tesla(TSLA).

After reporting stronger-than-expected deliveries recently, TSLA stock has been on a volatile ride. The EV maker is still tethere",SUPPORTS,0.394,0.435,2026-07-13,https://www.barchart.com/story/news/3165020/dear-tsla-stock-investors-dont-count-on-teslas-latest-robotaxi-win-driving-share-price-growth-anytime-soon
ea8d3446-a8a1-4a02-89ea-c607332f7b53,1980d507,"Tesla, Inc.","Infrastructure
Infrastructure
To support our businesses in clean energy and transport and autonomous robots, we are investing in and developing the necessary supporting infrastructure.",news,EXCLUSIVE: The Biggest Robotics Problem Isn't Batteries or AI. It's ROI,"Benzinga and Yahoo Finance LLC may earn commission or revenue on some items through the links below.

The robotics industry has spent years trying to build smarter AI, more dexterous humanoids and longer-lasting batteries. But those may not be the hurdles preventing robots from going mainstream.

The bigger challenge, according toJerry Wang, Global Executive Chairman ofFaraday Future Intelligent Electric Inc.and CEO ofAIxCrypto Holdings, Inc., is far more practical: convincing businesses that ro",CONTRADICTS,0.369,0.431,2026-07-13,https://finance.yahoo.com/technology/articles/exclusive-biggest-robotics-problem-isnt-143113875.html
d9f5ff6e-130a-49e1-b4f6-84866590e3c4,1980d507,"Tesla, Inc.","Infrastructure
Infrastructure
To support our businesses in clean energy and transport and autonomous robots, we are investing in and developing the necessary supporting infrastructure.",news,"Tesla NatPower strike battery storage deal in Italy, UK","Tesla$TSLAand NatPowersigned a multiyear agreementto deploy more than 25 gigawatt hours of battery energy storage capacity across Italy and the U.K., the companies said Tuesday.

Altogether, the initiative is structured around five initial projects, with a long-term ambition to surpass 100 GWh of installed capacity, according toReuters. The companies put total construction expenditure at between $4 billion and $5 billion and said the portfolio could generate revenues of more than $15 billion acr",CONTRADICTS,0.35,0.417,2026-07-13,https://qz.com/tesla-natpower-battery-storage-europe-deal-062326
cee9fc00-e774-4d54-bb93-bd9ba4fa655d,1980d507,"Tesla, Inc.","Infrastructure
Infrastructure
To support our businesses in clean energy and transport and autonomous robots, we are investing in and developing the necessary supporting infrastructure.",news,We took a self-driving car on the road for 100 days to see how it handled itself – these are the mistakes it kept making,"In March, Jensen Huang, chief executive of computer chip giant NVIDIA,declaredthe “ChatGPT moment” for self-driving cars had arrived. In Australia,Tesla’s Full Self-Driving (FSD)system is already available on public roads. Waymo isexploring robotaxi operationsin Australia.

The question is no longer whether autonomous driving will arrive, but whether Australia is ready to operate it safely, efficiently and sustainably. This raises an infrastructure question: can roads, bridges and intersections ",CONTRADICTS,0.391,0.417,2026-07-13,https://theconversation.com/we-took-a-self-driving-car-on-the-road-for-100-days-to-see-how-it-handled-itself-these-are-the-mistakes-it-kept-making-286265
663705ac-ac83-4c34-97a3-7461f6ddcf21,1980d507,"Tesla, Inc.","Infrastructure
Infrastructure
To support our businesses in clean energy and transport and autonomous robots, we are investing in and developing the necessary supporting infrastructure.",news,Tesla Shares Slide Despite Record Q2 Deliveries as Investors Weigh Robotaxi Timeline,"Tesla Inc. shares fell more than 6% to trade around $396 Thursday despite the electric vehicle maker reportingstronger-than-expected vehicle deliveries for the second quarter, highlighting investor focus on the pace of autonomous driving progress and profitability amid heavy spending on artificial intelligence initiatives.

The company delivered 480,126 vehicles in the April-June period, surpassing analyst expectations and marking a significant rebound from prior quarters. Production exceeded 45",CONTRADICTS,0.339,0.412,2026-07-13,https://www.ibtimes.com.au/tesla-q2-deliveries-ai-autonomy-focus-1871736
70f3ccd6-de2c-4702-8273-2c1a61440b09,1980d507,"Tesla, Inc.","Infrastructure
Infrastructure
To support our businesses in clean energy and transport and autonomous robots, we are investing in and developing the necessary supporting infrastructure.",news,EV Charging Infrastructure Market Projected to Reach USD 238.82 Billion by 2033 As Public and Private Sector Investments Propel Global EV Charging Infrastructure Expansion,"Growing Investments in Fast-Charging Networks, Government Incentives, and Smart Charging Technologies Continue to Transform the Global EV Ecosystem

SAN FRANCISCO,June 22, 2026/PRNewswire/ -- The global electric vehicle (EV) charging infrastructure industry is entering a period of rapid expansion as governments, automakers, utilities, and charging network operators intensify investments to support the worldwide transition toward electric mobility. According to a recentmarket analysis by Grand Vi",SUPPORTS,0.335,0.411,2026-07-13,https://www.prnewswire.com/news-releases/ev-charging-infrastructure-market-projected-to-reach-usd-238-82-billion-by-2033-as-public-and-private-sector-investments-propel-global-ev-charging-infrastructure-expansion-302806528.html
9bddc90b-f4a3-4430-bf5f-636e5d698d28,1980d507,"Tesla, Inc.","Infrastructure
Infrastructure
To support our businesses in clean energy and transport and autonomous robots, we are investing in and developing the necessary supporting infrastructure.",news,Robotics Teams Are Rebuilding the Data Stack from Scratch,"Scaling laws are starting to work for robotics, producing capabilities that were unthinkable just a few years ago.
End-to-end models predict robot actions directly from sensor inputs, which simplifies the on-robot software but makes everything from data collection to training dramatically harder.
LLM teams scaled on mature data infrastructure to improve performance through fast iteration on data. Robotics teams are trying to scale without it.

Most teams build data tooling from scratch because e",CONTRADICTS,0.359,0.395,2026-07-13,https://rerun.io/blog/data-layer-tax
020d3729-a8c3-476d-b283-36557279b140,1980d507,"Tesla, Inc.","Infrastructure
Infrastructure
To support our businesses in clean energy and transport and autonomous robots, we are investing in and developing the necessary supporting infrastructure.",news,Tesla Shares Advance 4.5% as EV Leader Maintains Market Momentum Amid Industry Shifts,"NEW YORK —Shares of Tesla Inc rose more than 4%on Monday, extending recent gains for the electric vehicle pioneer as investors weighed its positioning in a rapidly evolving automotive and energy technology landscape.

The stock climbed to around $396.66 in morning trading, reflecting continued confidence in Tesla's innovation pipeline, production capabilities and expanding energy storage business despite broader industry challenges.

Tesla has established itself as the world's leading electric v",SUPPORTS,0.382,0.394,2026-07-13,https://www.ibtimes.com.au/tesla-stock-surges-energy-automotive-innovations-1871541
8a008ff8-a085-42c2-9e32-b209c12c36f1,9458dc57,"Tesla, Inc.","In 2025, we further expanded Cortex, our training cluster at Gigafactory Texas, and announced a new collaboration with Samsung to manufacture advanced semiconductors for AI inference and training in the U.S.",news,"Elon Musk Praises Tesla's 'Awesome' AI Chip Team, Says AI6 May Set New Wafer Intelligence Record","Benzinga and Yahoo Finance LLC may earn commission or revenue on some items through the links below.

Elon MusksaidTesla Inc.'supcoming AI6 chip could set a record for ""usable intelligence"" produced from each semiconductor wafer, highlighting the company's effort to pair raw computing power with manufacturing efficiency.

Musk praised Tesla's AI chip design team on Tuesday on X, saying its engineering reviews were ""so great"" and calling the team ""awesome.""

Tesla AI chip design engineering revie",SUPPORTS,0.474,0.45,2026-07-13,https://finance.yahoo.com/sectors/technology/articles/elon-musk-praises-teslas-awesome-143112196.html
f81d4969-22c9-474d-aba2-11781d7eef00,9458dc57,"Tesla, Inc.","In 2025, we further expanded Cortex, our training cluster at Gigafactory Texas, and announced a new collaboration with Samsung to manufacture advanced semiconductors for AI inference and training in the U.S.",news,"Elon Musk Breaks Down What Goes Into An AI Satellite And Why It Is 'Easier' To Design Ahead Of Mega SpaceX IPO: 'A Lot Of Solar Cells, A Radiator...'","Benzinga and Yahoo Finance LLC may earn commission or revenue on some items through the links below.

Elon Muskunveiled a more detailed look at an early version of an AI data-center satellite that SpaceX plans to build, offering new insight into one of the most ambitious projects underpinning the company's expected record initial public offering.

In a roughly 30-minute video shared on X, Musk laid out SpaceX's broader plans, including continued development of the Starship rocket, a massive expa",SUPPORTS,0.395,0.435,2026-07-13,https://finance.yahoo.com/sectors/technology/articles/elon-musk-breaks-down-goes-193113978.html
41fc4f0d-5029-439c-b716-b675ac452901,9458dc57,"Tesla, Inc.","In 2025, we further expanded Cortex, our training cluster at Gigafactory Texas, and announced a new collaboration with Samsung to manufacture advanced semiconductors for AI inference and training in the U.S.",news,SPACEXAI 5 Data Center Locations + More Energy + Rubin Chips = $300 + Billion Revenue Runrate,"Home»Artificial intelligence»SPACEXAI 5 Data Center Locations + More Energy + Rubin Chips = $300 + Billion Revenue Runrate

SPACEXAI has five data center locations. Three sites for terrestrial data centers and the fourth is distributed AI with Tesla and the fifth is AI data centers in Space.

Ground / Terrestrial: 3–5 GWThis is the bulk of the near-to-medium term capacity.Core Colossus Cluster (Memphis, TN + Southaven, MS) — ~2 GW near-term foundation  Colossus 1: ~250–500 MW (already operationa",SUPPORTS,0.405,0.426,2026-07-13,https://www.nextbigfuture.com/2026/06/spacexai-5-data-center-locations-more-energy-rubin-chips-300-billion-revenue-runrate.html
bea66597-69ec-45e2-8de1-ed31789319f0,9458dc57,"Tesla, Inc.","In 2025, we further expanded Cortex, our training cluster at Gigafactory Texas, and announced a new collaboration with Samsung to manufacture advanced semiconductors for AI inference and training in the U.S.",news,"'We Cannot Vibe Code the Future of Humanity', UN Chief Warns at AI Summit","'We Cannot Vibe Code the Future of Humanity', UN Chief Warns at AI Summit

UN Secretary-General António Guterres opened the first Global Dialogue on AI Governance in Geneva on Monday telling 193 nations that AI is already outpacing the institutions meant to govern it—and that humanity is running an experiment on itself ""without a plan, and without consent.""

""Artificial intelligence is advancing at runaway speed,” Guterres said in the opening of hiskeynote. “A technology that can reshape economi",CONTRADICTS,0.389,0.424,2026-07-13,https://decrypt.co/372854/we-cannot-vibe-code-future-of-humanity-un-chief-warns-ai
